published_date,close
2020-03-02,1471.0
2020-03-03,1483.0
2020-03-04,1421.5
2020-03-05,1409.0
2020-03-10,1329.5
2020-03-11,1434.0
2020-03-12,1368.5
2020-03-15,1328.5
2020-03-16,1332.5
2020-03-17,1291.0
2020-03-18,1282.0
2020-03-19,1297.5
2020-03-22,1284.5
2020-05-12,1246.5
2020-05-13,1210.0
2020-06-29,1095.0
2020-06-30,1200.5
2020-07-01,1317.0
2020-07-02,1234.0
2020-07-05,1286.5
2020-07-06,1297.5
2020-07-07,1306.5
2020-07-08,1276.5
2020-07-09,1292.0
2020-07-12,1292.0
2020-07-13,1290.5
2020-07-14,1280.5
2020-07-15,1280.5
2020-07-16,1292.5
2020-07-19,1416.0
2020-07-20,1359.0
2020-07-21,1347.0
2020-07-22,1326.0
2020-07-23,1330.5
2020-07-26,1358.0
2020-07-27,1361.5
2020-07-28,1353.5
2020-07-29,1339.5
2020-07-30,1342.5
2020-08-02,1304.5
2020-08-03,1317.0
2020-08-05,1306.0
2020-08-06,1309.0
2020-08-09,1354.0
2020-08-10,1375.0
2020-08-11,1378.0
2020-08-12,1364.5
2020-08-13,1356.0
2020-08-16,1356.0
2020-08-17,1388.5
2020-08-18,1519.5
2020-08-19,1503.5
2020-08-20,1504.0
2020-08-23,1496.0
2020-08-24,1504.5
2020-08-25,1501.5
2020-08-26,1504.0
2020-08-27,1506.0
2020-08-30,1507.5
2020-08-31,1531.5
2020-09-02,1534.5
2020-09-03,1524.5
2020-09-06,1577.5
2020-09-07,1696.5
2020-09-08,1801.0
2020-09-09,1889.0
2020-09-10,1844.5
2020-09-13,1774.0
2020-09-14,1785.0
2020-09-15,1784.0
2020-09-16,1778.0
2020-09-17,1805.0
2020-09-20,1801.0
2020-09-21,1797.5
2020-09-22,1789.0
2020-09-23,1800.5
2020-09-24,1837.0
2020-09-27,1843.0
2020-09-28,1836.5
2020-09-29,1829.0
2020-09-30,1823.5
2020-10-01,1826.5
2020-10-04,1840.0
2020-10-05,1840.5
2020-10-06,1841.5
2020-10-07,1848.0
2020-10-08,1838.5
2020-10-11,1830.5
2020-10-12,1827.0
2020-10-13,1828.0
2020-10-14,1819.5
2020-10-15,1823.0
2020-10-18,1856.0
2020-10-19,1880.0
2020-10-20,1907.5
2020-10-21,1934.5
2020-10-22,1944.5
2020-10-28,1973.5
2020-10-29,1962.0
2020-11-01,1980.0
2020-11-02,1978.0
2020-11-03,1975.5
2020-11-04,1992.5
2020-11-05,1993.5
2020-11-08,2042.5
2020-11-09,2100.5
2020-11-10,2174.0
2020-11-11,2378.0
2020-11-12,2347.5
2020-11-18,2503.0
2020-11-19,2598.5
2020-11-22,2506.0
2020-11-23,2463.5
2020-11-24,2546.5
2020-11-25,2553.0
2020-11-26,2510.5
2020-11-29,2463.0
2020-11-30,2553.0
2020-12-01,2528.0
2020-12-02,2636.5
2020-12-03,2616.0
2020-12-06,2434.0
2020-12-07,2536.5
2020-12-08,2509.0
2020-12-09,2516.5
2020-12-10,2552.0
2020-12-13,2639.5
2020-12-14,2734.0
2020-12-15,2792.5
2020-12-16,2759.5
2020-12-17,2880.5
2020-12-20,2718.0
2020-12-21,2711.0
2020-12-22,2776.0
2020-12-23,2696.0
2020-12-24,2683.0
2020-12-27,2647.0
2020-12-28,2634.0
2020-12-29,1658.0
2020-12-30,1811.0
2020-12-31,1842.5
2021-01-03,1841.0
2021-01-04,1839.5
2021-01-05,1824.5
2021-01-06,1813.0
2021-01-07,1833.5
2021-01-10,1864.0
2021-01-11,1865.5
2021-01-12,1858.0
2021-01-13,1858.5
2021-01-17,1879.5
2021-01-18,1908.5
2021-01-19,1893.5
2021-01-20,1892.0
2021-01-21,1885.5
2021-01-24,2073.5
2021-01-25,2266.5
2021-01-26,2259.0
2021-01-27,2251.0
2021-01-28,2253.5
2021-01-31,2196.0
2021-02-01,2222.5
2021-02-02,2275.0
2021-02-03,2271.0
2021-02-04,2299.0
2021-02-07,2515.0
2021-02-08,2631.0
2021-02-09,2570.0
2021-02-10,2546.0
2021-02-11,2509.0
2021-02-14,2416.0
2021-02-15,2516.0
2021-02-16,2474.0
2021-02-17,2462.5
2021-02-18,2518.0
2021-02-21,2564.5
2021-02-22,2564.0
2021-02-23,2530.5
2021-02-24,2560.5
2021-02-25,2519.0
2021-02-28,2448.0
2021-03-01,2461.0
2021-03-02,2407.0
2021-03-03,2327.0
2021-03-04,2411.5
2021-03-07,2354.0
2021-03-09,2317.0
2021-03-10,2314.5
2021-03-14,2225.5
2021-03-15,2210.0
2021-03-16,2205.0
2021-03-17,2247.0
2021-03-18,2369.5
2021-03-21,2427.0
2021-03-22,2376.0
2021-03-23,2361.5
2021-03-24,2408.5
2021-03-25,2379.5
2021-03-29,2374.5
2021-03-30,2396.0
2021-03-31,2430.0
2021-04-01,2407.0
2021-04-04,2357.0
2021-04-05,2316.0
2021-04-06,2354.0
2021-04-07,2328.0
2021-04-08,2314.0
2021-04-12,2304.5
2021-04-13,2286.5
2021-04-15,2301.5
2021-04-18,2286.0
2021-04-19,2236.5
2021-04-20,2210.0
2021-04-21,2176.5
2021-04-22,2184.0
2021-04-25,2127.5
2021-04-26,2070.5
2021-04-27,2171.0
2021-04-28,2162.5
2021-04-29,2161.5
2021-05-02,2192.0
2021-05-03,2197.0
2021-05-04,2202.0
2021-05-05,2186.5
2021-05-06,2175.5
2021-05-09,2168.0
2021-05-10,2186.0
2021-05-11,2227.0
2021-05-12,2233.0
2021-05-13,2222.0
2021-05-16,2258.0
2021-05-17,2261.0
2021-05-18,2400.0
2021-05-19,2348.5
2021-05-20,2331.0
2021-05-23,2319.5
2021-05-24,2342.5
2021-05-25,2314.0
2021-05-27,2290.5
2021-05-30,2290.0
2021-05-31,2264.0
2021-06-01,2239.5
2021-06-02,2280.5
2021-06-03,2264.5
2021-06-06,2327.0
2021-06-07,2332.5
2021-06-08,2323.5
2021-06-09,2324.5
2021-06-10,2340.5
2021-06-13,2235.5
2021-06-14,2260.5
2021-06-15,2333.0
2021-06-16,2281.0
2021-06-17,2297.5
2021-06-20,2271.5
2021-06-21,2245.0
2021-06-22,2118.0
2021-06-23,2071.5
2021-06-24,2022.0
2021-06-27,2011.0
2021-06-28,2024.0
2021-06-29,1985.5
2021-06-30,1939.5
2021-07-01,1959.0
2021-07-04,1961.5
2021-07-05,1961.5
2021-07-06,1948.0
2021-07-07,1937.0
2021-07-08,1940.5
2021-07-11,1973.5
2021-07-12,1948.0
2021-07-13,1949.0
2021-07-14,1972.0
2021-07-15,1970.0
2021-07-18,1982.0
2021-07-19,2089.5
2021-07-20,2085.7
2021-07-22,2070.05
2021-07-25,2069.05
2021-07-26,2069.1
2021-07-27,2152.5
2021-07-28,2259.0
2021-07-29,2252.0
2021-08-01,2319.95
2021-08-02,2428.5
2021-08-03,2404.95
2021-08-04,2358.25
2021-08-05,2320.0
2021-08-08,2351.5
2021-08-09,2329.5
2021-08-10,2338.5
2021-08-11,2321.25
2021-08-12,2322.95
2021-08-15,2305.1
2021-08-16,2326.0
2021-08-17,2317.45
2021-08-18,2302.0
2021-08-19,2258.3
2021-08-24,2195.65
2021-08-25,2165.0
2021-08-26,2166.5
2021-08-29,2136.5
2021-08-31,2091.0
2021-09-01,2104.6
2021-09-02,2051.0
2021-09-05,1990.0
2021-09-06,2103.0
2021-09-07,2069.0
2021-09-08,2020.0
2021-09-09,2020.5
2021-09-12,2063.45
2021-09-13,2051.0
2021-09-14,2038.0
2021-09-15,2014.0
2021-09-16,1972.5
2021-09-20,1896.5
2021-09-21,1899.5
2021-09-22,1971.0
2021-09-23,1945.25
2021-09-26,1901.0
2021-09-27,1862.0
2021-09-28,1812.5
2021-09-29,1835.45
2021-09-30,1826.0
2021-10-03,1782.0
2021-10-04,1771.5
2021-10-05,1783.5
2021-10-06,1831.0
2021-10-10,1829.5
2021-10-11,1833.0
2021-10-17,1839.0
2021-10-18,1800.0
2021-10-19,1761.0
2021-10-20,1783.0
2021-10-21,1769.05
2021-10-24,1771.0
2021-10-25,1843.5
2021-10-26,1904.5
2021-10-27,1909.95
2021-10-28,1904.0
2021-10-31,1943.5
2021-11-01,1946.0
2021-11-02,1937.5
2021-11-03,1939.5
2021-11-08,1924.95
2021-11-09,1881.0
2021-11-11,1830.0
2021-11-14,1800.0
2021-11-15,1829.75
2021-11-16,1874.85
2021-11-17,1857.2
2021-11-18,1835.05
2021-11-21,1821.5
2021-11-22,1841.0
2021-11-23,1814.5
2021-11-24,1815.0
2021-11-25,1794.3
2021-11-28,1740.0
2021-11-29,1730.5
2021-11-30,1726.45
2021-12-01,1732.0
2021-12-02,1706.5
2021-12-05,1654.75
2021-12-06,1661.0
2021-12-07,1631.45
2021-12-08,1582.5
2021-12-09,1583.5
2021-12-12,1522.0
2021-12-13,1457.5
2021-12-14,1561.95
2021-12-15,1571.05
2021-12-16,1540.6
2021-12-20,1515.0
2021-12-21,1548.0
2021-12-22,1640.0
2021-12-23,1644.95
2021-12-26,1753.65
2021-12-27,1686.5
2021-12-28,1673.05
2021-12-29,1663.0
2022-01-02,1727.95
2022-01-03,1782.95
2022-01-04,1797.0
2022-01-05,1755.05
2022-01-06,1809.5
2022-01-09,1854.2
2022-01-10,1844.95
2022-01-11,1857.25
2022-01-12,1852.0
2022-01-13,1880.8
2022-01-16,1956.5
2022-01-17,1957.75
2022-01-18,1920.0
2022-01-19,1895.85
2022-01-20,1915.75
2022-01-23,1899.0
2022-01-24,1848.5
2022-01-25,1847.3
2022-01-26,1807.0
2022-01-27,1810.4
2022-01-30,1885.75
2022-01-31,1877.5
2022-02-01,1887.25
2022-02-03,1880.0
2022-02-06,1850.95
2022-02-07,1850.1499999999999
2022-02-08,1837.5
2022-02-09,1834.05
2022-02-10,1827.45
2022-02-13,1758.95
2022-02-14,1764.1
2022-02-15,1782.3
2022-02-16,1764.5
2022-02-17,1769.25
2022-02-20,1732.05
2022-02-21,1753.0
2022-02-22,1752.5
2022-02-23,1751.55
2022-02-24,1705.0
2022-02-27,1699.6
2022-02-28,1670.0
2022-03-02,1639.5
2022-03-06,1636.0
2022-03-07,1627.45
2022-03-09,1613.5
2022-03-10,1661.5
2022-03-13,1733.5
2022-03-14,1732.0
2022-03-15,1728.5
2022-03-16,1732.0
2022-03-20,1743.0
2022-03-21,1761.0
2022-03-22,1785.05
2022-03-23,1766.55
2022-03-24,1730.9
2022-03-27,1714.9
2022-03-28,1699.8
2022-03-29,1691.65
2022-03-30,1715.5
2022-03-31,1724.0
2022-04-03,1690.5
2022-04-04,1675.1
2022-04-05,1659.0
2022-04-06,1625.6
2022-04-07,1639.5
2022-04-11,1598.15
2022-04-12,1571.0
2022-04-13,1576.0
2022-04-17,1560.5
2022-04-18,1560.0
2022-04-19,1560.95
2022-04-20,1550.5
2022-04-21,1554.0
2022-04-24,1606.45
2022-04-25,1583.5
2022-04-26,1564.5
2022-04-27,1561.0
2022-04-28,1553.5
2022-05-02,1519.0
2022-05-04,1503.55
2022-05-05,1468.25
2022-05-08,1488.5
2022-05-09,1500.0
2022-05-10,1518.55
2022-05-11,1544.45
2022-05-12,1531.5
2022-05-17,1500.0
2022-05-18,1507.25
2022-05-19,1479.55
2022-05-20,1461.75
2022-05-23,1432.45
2022-05-24,1433.0
2022-05-25,1436.75
2022-05-26,1442.55
2022-05-27,1435.0
2022-05-30,1407.0
2022-05-31,1395.5
2022-06-01,1385.5
2022-06-02,1376.5
2022-06-03,1341.05
2022-06-06,1330.7
2022-06-07,1302.0
2022-06-08,1326.5
2022-06-09,1330.0
2022-06-10,1311.5
2022-06-13,1290.55
2022-06-14,1285.9
2022-06-15,1254.5
2022-06-16,1260.45
2022-06-17,1249.0
2022-06-19,1240.05
2022-06-20,1224.5
2022-06-21,1257.0
2022-06-22,1239.0
2022-06-23,1203.0
2022-06-24,1194.5
2022-06-26,1313.9499999999998
2022-06-27,1371.15
2022-06-28,1346.55
2022-06-29,1370.0
2022-06-30,1400.5
2022-07-01,1392.4
2022-07-03,1439.45
2022-07-04,1443.75
2022-07-05,1410.0
2022-07-06,1402.0
2022-07-07,1396.45
2022-07-08,1364.5
2022-07-11,1310.5
2022-07-12,1320.45
2022-07-13,1356.0
2022-07-14,1367.0
2022-07-15,1357.5
2022-07-17,1374.0
2022-07-18,1406.45
2022-07-19,1407.55
2022-07-20,1421.25
2022-07-21,1413.2
2022-07-22,1387.0
2022-07-24,1426.5
2022-07-25,1450.25
2022-07-26,1428.05
2022-07-27,1435.5
2022-07-28,1519.5
2022-07-29,1549.4
2022-07-31,1618.35
2022-08-01,1615.3
2022-08-02,1610.5
2022-08-03,1614.35
2022-08-04,1590.0
2022-08-05,1567.05
2022-08-07,1573.5
2022-08-08,1561.0
2022-08-09,1544.2
2022-08-10,1230.95
2022-08-11,1198.5
2022-08-14,1154.45
2022-08-15,1167.05
2022-08-16,1162.0
2022-08-17,1158.95
2022-08-18,1163.3
2022-08-21,1159.5
2022-08-22,1157.75
2022-08-23,1159.0
2022-08-24,1162.0
2022-08-25,1154.5
2022-08-26,1145.25
2022-08-28,1116.5
2022-08-29,1101.95
2022-08-30,1104.4
2022-08-31,1096.55
2022-09-01,1095.05
2022-09-02,1090.45
2022-09-04,1088.95
2022-09-05,1085.0
2022-09-06,1069.0
2022-09-07,1052.5
2022-09-08,1051.95
2022-09-11,1042.0
2022-09-12,1037.05
2022-09-13,1055.0
2022-09-14,1068.9
2022-09-15,1045.15
2022-09-16,1035.25
2022-09-18,1026.45
2022-09-20,989.25
2022-09-21,991.9
2022-09-22,990.75
2022-09-25,980.05
2022-09-27,986.65
2022-09-28,998.25
2022-09-29,1009.0
2022-10-09,1036.0
2022-10-10,1033.65
2022-10-11,1021.55
2022-10-12,1022.5
2022-10-13,1022.0
2022-10-16,999.95
2022-10-17,989.95
2022-10-19,986.0
2022-10-20,988.45
2022-10-23,997.75
2022-10-31,999.5
2022-11-01,1024.95
2022-11-02,1024.0
2022-11-03,1024.95
2022-11-06,1045.45
2022-11-07,1050.0
2022-11-08,1051.0
2022-11-09,1025.05
2022-11-10,1008.05
2022-11-13,999.55
2022-11-14,1012.75
2022-11-15,1014.25
2022-11-16,1018.95
2022-11-17,1030.0
2022-11-22,1029.7
2022-11-23,1024.9
2022-11-24,1022.5
2022-11-27,1032.5
2022-11-28,1032.0
2022-11-29,1030.0
2022-11-30,1025.9
2022-12-01,1029.75
2022-12-04,1046.75
2022-12-05,1034.5
2022-12-06,1024.75
2022-12-07,1022.55
2022-12-11,1010.0
2022-12-12,1010.5
2022-12-13,1012.25
2022-12-14,1010.05
2022-12-15,1004.9000000000001
2022-12-18,1000.1
2022-12-19,1004.0
2022-12-20,1005.85
2022-12-21,999.75
2022-12-22,999.0
2022-12-26,1030.75
2022-12-27,1076.8
2022-12-28,1072.5
2022-12-29,1078.45
2023-01-01,1084.5
2023-01-02,1089.2
2023-01-03,1093.0
2023-01-04,1172.7
2023-01-05,1225.05
2023-01-08,1217.5
2023-01-09,1222.5
2023-01-10,1201.95
2023-01-12,1170.25
2023-01-17,1182.05
2023-01-18,1184.05
2023-01-19,1175.5
2023-01-23,1173.7
2023-01-24,1162.0
2023-01-25,1167.6
2023-01-26,1174.5
2023-01-29,1155.5
2023-01-30,1131.5
2023-01-31,1109.0
2023-02-01,1103.25
2023-02-02,1097.65
2023-02-05,1094.5
2023-02-06,1100.75
2023-02-07,1157.0
2023-02-08,1161.4
2023-02-09,1171.05
2023-02-12,1141.0
2023-02-14,1132.9
2023-02-15,1121.75
2023-02-16,1107.0
2023-02-20,1099.5
2023-02-22,1116.5
2023-02-23,1105.0
2023-02-26,1117.0
2023-02-27,1110.5
2023-02-28,1116.1
2023-03-01,1118.5
2023-03-02,1105.55
2023-03-05,1086.5
2023-03-07,1095.95
2023-03-09,1118.5
2023-03-12,1108.0
2023-03-13,1104.5
2023-03-14,1114.25
2023-03-15,1102.15
2023-03-16,1105.75
2023-03-19,1111.0
2023-03-20,1132.0
2023-03-22,1137.05
2023-03-23,1121.0
2023-03-26,1110.5
2023-03-27,1111.4
2023-03-28,1127.0
2023-03-29,1133.0
2023-03-30,1126.1000000000001
2023-04-02,1110.95
2023-04-03,1102.6
2023-04-04,1100.95
2023-04-05,1109.0
2023-04-06,1103.55
2023-04-09,1096.0
2023-04-10,1095.0
2023-04-11,1104.45
2023-04-12,1143.3
2023-04-13,1142.45
2023-04-16,1129.0
2023-04-17,1115.5
2023-04-18,1102.5
2023-04-19,1113.1
2023-04-20,1104.55
2023-04-23,1099.0
2023-04-24,1096.45
2023-04-25,1113.85
2023-04-26,1096.45
2023-04-27,1100.55
2023-04-30,1094.65
2023-05-02,1094.6
2023-05-03,1102.6
2023-05-04,1105.25
2023-05-07,1094.95
2023-05-08,1091.5
2023-05-09,1097.5
2023-05-10,1095.0
2023-05-11,1095.5
2023-05-14,1133.9
2023-05-15,1129.0
2023-05-16,1130.5
2023-05-17,1138.5
2023-05-18,1159.0
2023-05-21,1165.5
2023-05-22,1166.2
2023-05-23,1202.0
2023-05-24,1207.05
2023-05-28,1194.5
2023-05-30,1173.0
2023-05-31,1145.7
2023-06-01,1160.4
2023-06-04,1175.0
2023-06-05,1173.7
2023-06-06,1186.0
2023-06-07,1208.85
2023-06-08,1228.0
2023-06-11,1324.25
2023-06-12,1317.55
2023-06-13,1325.5
2023-06-14,1325.5
2023-06-15,1320.9
2023-06-18,1351.5
2023-06-19,1402.0
2023-06-20,1407.5
2023-06-21,1386.55
2023-06-22,1381.75
2023-06-25,1425.0
2023-06-26,1433.95
2023-06-27,1424.45
2023-06-28,1399.0
2023-07-02,1399.75
2023-07-03,1398.25
2023-07-04,1161.95
2023-07-05,1137.75
2023-07-06,1123.2
2023-07-09,1143.5
2023-07-10,1156.5
2023-07-11,1150.25
2023-07-12,1148.5
2023-07-13,1138.45
2023-07-16,1136.5
2023-07-17,1153.05
2023-07-18,1159.5
2023-07-19,1158.0
2023-07-20,1151.45
2023-07-23,1184.45
2023-07-24,1176.6
2023-07-25,1161.5
2023-07-26,1153.5
2023-07-27,1136.5
2023-07-30,1126.35
2023-07-31,1128.1
2023-08-01,1115.45
2023-08-02,1114.75
2023-08-03,1115.75
2023-08-06,1104.25
2023-08-07,1105.05
2023-08-08,1097.4
2023-08-09,1107.95
2023-08-10,1116.75
2023-08-13,1125.25
2023-08-14,1126.05
2023-08-15,1109.0
2023-08-16,1110.1
2023-08-17,1112.75
2023-08-20,1105.15
2023-08-21,1095.3
2023-08-22,1100.0
2023-08-23,1114.65
2023-08-24,1109.9
2023-08-27,1105.75
2023-08-28,1109.0
2023-08-29,1106.5
2023-08-30,1109.0
2023-09-03,1098.1000000000001
2023-09-04,1096.75
2023-09-05,1095.65
2023-09-07,1083.75
2023-09-10,1087.4
2023-09-11,1102.4
2023-09-12,1089.05
2023-09-13,1100.05
2023-09-17,1088.0
2023-09-18,1083.45
2023-09-19,1094.0
